  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  4.5962822674726715E-306  2.1219957909652723E-314  6.1191058945917533E-308  4.4624997263673070E-317  1.1561936823392773E-306  8.8931816251424378E-323  2.1219957909652723E-314  1.1561257784946890E-306  1.1561257795720525E-306  4.2439915829186759E-314 -2.1587509194461530E+194  3.4317108068228807E-317  1.1562428890505312E-306  9.3367814802471982E-313  3.4320131749981356E-317 -2.1587181450697363E+194  6.1191059112336985E-308  1.1125369306816006E-306  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  4.4359486385597984E-317  1.1562941813861847E-306  0.0000000000000000E+000  4.5085909641414881E-306  9.2423045788162580E-222  1.1562643026841946E-306  1.1562724511545997E-306  1.1562724519211582E-306  6.7903865326698815E-313  1.5810100666919889E-322  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  1.1565169058260944E-306  9.2423045677594309E-222  9.8726901669716961E-315  0.0000000000000000E+000  1.1565169047381571E-306  5.5608465969351797E+265  5.5586263979984538E+265  4.5085909641414830E-306
  2.6095425010143714E-001  3.4037034970146790E-001  3.8987815965167028E-001  4.1161829389079668E-001  4.0825534142551101E-001  3.8489559140268931E-001  3.5358849753768395E-001  3.3699268323507753E-001  3.5122267587639255E-001  3.8839699881288503E-001  5.1502221895819200E-001  6.5581453263898115E-001  1.3138140970535941E+000  2.7269397395341377E+000  4.0721710233552280E+000  5.8719130421399397E+000  7.6204759754961637E+000  9.9264672669214402E+000  1.2775369694191465E+001  1.5472497630987153E+001  1.8108151408481760E+001  2.0682888560106342E+001  2.3190763999072690E+001  2.5623201632265445E+001  2.7970526038500335E+001  3.0222601053088844E+001  3.5334817980832725E+001  3.9079155523214560E+001  4.2262306044580313E+001  4.4794199512643338E+001  4.6567863466840791E+001  4.7447048677817691E+001  4.7244346465102439E+001  4.5680283366373281E+001  4.2305448450094090E+001  3.6377617461045510E+001  2.6961418733213669E+001  1.5227097659089406E+001  1.1335031909344572E+001  1.1871377905969409E+001  1.2525169886754536E+001  1.3144986445212071E+001  1.3685097121443034E+001  1.4149100621967044E+001  1.4544927208195158E+001  1.4879353777484789E+001  1.5159916996643824E+001  1.5394648019890566E+001  1.5590345692347455E+001
  5.1654761199610111E-001  5.4217598706393144E-001  6.6847615324510778E-001  7.7113377964952601E-001  8.5175515086423226E-001  9.1186790453624800E-001  9.5302257630099518E-001  9.7690127123009696E-001  9.8545434278876887E-001  9.8107608678249925E-001  1.0569587126083857E+000  9.9138928510777624E-001  9.5998183872510634E-001  9.8856625108548424E-001  1.0614479743702765E+000  1.2417312795914492E+000  1.4017328274070904E+000  1.6533691753891750E+000  2.3511459072012690E+000  5.6115597757774145E+000  8.7943306095084690E+000  1.1524904256062980E+001  1.3901444426101847E+001  1.6004616827388155E+001  1.7876105545339758E+001  1.9535072802182668E+001  2.2903535650337208E+001  2.4949818712766408E+001  2.6101239638115018E+001  2.6223933299337101E+001  2.5091774748173329E+001  2.2355317742006264E+001  1.7630564598320912E+001  1.1414062765995263E+001  7.8068616350335658E+000  8.5813261611484180E+000  9.4150296932038824E+000  1.0175735183372950E+001  1.0876288500380388E+001  1.1528942836895713E+001  1.2134304629290947E+001  1.2690228357182972E+001  1.3195333973719892E+001  1.3649246658522248E+001  1.4052210303775801E+001  1.4404784169381042E+001  1.4707631513321532E+001  1.4961340482900617E+001  1.5166265641041564E+001
  8.2406946367568679E-001  9.1879549305986985E-001  9.2772078508598144E-001  1.0431096165645175E+000  1.1907819633728984E+000  1.3207992291816935E+000  1.4339629552963029E+000  1.5310078551947384E+000  1.6126258863499734E+000  1.6794855778472897E+000  1.9438293181218209E+000  1.9708506706349525E+000  1.9507207810393365E+000  1.8912693652269181E+000  1.8039718876683528E+000  1.7635637890862839E+000  1.6358359384368399E+000  1.6578894777249527E+000  1.7848492097884168E+000  1.8979316834418005E+000  1.9906323048891910E+000  2.0412008371135801E+000  2.0662206271257988E+000  3.9533820010536109E+000  5.9206706788177978E+000  7.5318734372323757E+000  9.8034120355864900E+000  1.1020712088663489E+001  1.0934709598413260E+001  9.4157965695621773E+000  6.6648751483241151E+000  4.9412902208680647E+000  5.9280252566071603E+000  6.8593736982761557E+000  7.7072556518590272E+000  8.5019420131694563E+000  9.2519370864229309E+000  9.9577477593880115E+000  1.0618984884547045E+001  1.1235377621052685E+001  1.1806637762797294E+001  1.2332413907175557E+001  1.2812343287721173E+001  1.3246100395266254E+001  1.3633412145196447E+001  1.3974046480213440E+001  1.4267787105547011E+001  1.4514403538840966E+001  1.4713622032141226E+001
  1.1269242041488248E+000  1.3507855271360614E+000  1.4561338785311371E+000  1.4852756579085067E+000  1.4646546760388957E+000  1.6292983300718162E+000  1.7948632403278324E+000  1.9459102337285861E+000  2.0829291946150725E+000  2.2063452755232134E+000  2.6254668482155141E+000  2.7712310503865845E+000  2.8692063468497824E+000  2.9222948780663915E+000  2.9336364161694490E+000  3.0418493120925758E+000  2.8998616896791143E+000  2.7559805552080658E+000  2.4380792358472347E+000  2.0952749672869411E+000  1.9707332879299340E+000  1.9558308501076465E+000  1.9473184025297301E+000  1.9119241583317046E+000  1.8414265572901136E+000  1.7254856423160028E+000  1.5162240174113044E+000  1.9813559388103443E+000  2.1398922830635527E+000  3.1761728054160030E+000  4.1396584820451263E+000  5.0659331298524872E+000  5.9523042190173046E+000  6.7961319887157901E+000  7.5971442654056345E+000  8.3555149058342817E+000  9.0713446070932289E+000  9.7446321739041313E+000  1.0375298197580552E+001  1.0963201822049902E+001  1.1508156277123067E+001  1.2009944356733492E+001  1.2468331148833338E+001  1.2883072145909249E+001  1.3253916474441034E+001  1.3580605910703120E+001  1.3862870639627991E+001  1.4100422667294833E+001  1.4292947608379668E+001
  1.1659859988962904E+000  1.4239494145895062E+000  1.5699260951713019E+000  1.6430786501095413E+000  1.6675636022252769E+000  1.7162755424645877E+000  1.9067913841071620E+000  2.0854800644155400E+000  2.2527600625034232E+000  2.4089995248961129E+000  2.9107751913295190E+000  3.1408337198887586E+000  3.3322192238641870E+000  3.4864750881791404E+000  3.6049662690964204E+000  3.8966821110609544E+000  3.9258136213304202E+000  4.0150174237701179E+000  3.9008006589228201E+000  3.4768850792565340E+000  2.9565828298283225E+000  2.4495025231852647E+000  2.1067597135790255E+000  1.9574731490853898E+000  1.8963411776758661E+000  1.8611198914943017E+000  1.9440659878999704E+000  2.1601172935810617E+000  2.7305221560491471E+000  3.4937517765988670E+000  4.3200511554036884E+000  5.1523891373199957E+000  5.9672042404543690E+000  6.7540302563656605E+000  7.5077179771271432E+000  8.2254556191807033E+000  8.9055537520873767E+000  9.5469104010739141E+000  1.0148755644132670E+001  1.0710519260665588E+001  1.1231756565696095E+001  1.1712103742065876E+001  1.2151249071174664E+001  1.2548913138009993E+001  1.2904834237514439E+001  1.3218756799373637E+001  1.3490421499143789E+001  1.3719556197177374E+001  1.3905867112358655E+001
  1.2874934614106548E+000  1.6153166617418462E+000  1.8200993998251656E+000  1.9400992093533698E+000  2.0009244709003977E+000  2.0199483907056104E+000  2.0158031663461720E+000  2.2153377826944052E+000  2.4042938180667419E+000  2.5829135741417710E+000  3.1427463107197502E+000  3.4225337027417644E+000  3.6658880354773946E+000  3.8744288602810579E+000  4.0496828420633575E+000  4.4437796659511823E+000  4.5699389329604019E+000  4.8107033264291532E+000  4.8977423627333145E+000  4.6674925413588566E+000  4.3053107642457151E+000  3.8303826940151624E+000  3.2763148953990044E+000  2.7151029254308843E+000  2.2860934434514228E+000  2.1099258262508713E+000  2.2788586966384416E+000  2.6194848962984909E+000  3.1465444875194541E+000  3.7994571159574084E+000  4.5183046228378441E+000  5.2617296106789846E+000  6.0049424112606333E+000  6.7334182759164767E+000  7.4384793740283888E+000  8.1147695582753236E+000  8.7588644573756618E+000  9.3684981806652061E+000  9.9421214344394571E+000  1.0478640857592239E+001  1.0977260061919466E+001  1.1437379372552883E+001  1.1858530386054875E+001  1.2240331710033264E+001  1.2582457878512040E+001  1.2884616609115659E+001  1.3146531397629712E+001  1.3367927524112059E+001  1.3548520193349257E+001
  1.3743064203474815E+000  1.7593368052508571E+000  2.0107050429875302E+000  2.1656952581705955E+000  2.2516742486400130E+000  2.2882941237801306E+000  2.2895147774178635E+000  2.2652003868754327E+000  2.4412992799154711E+000  2.6269415826399092E+000  3.2059701186490650E+000  3.5091233024273074E+000  3.7814766579385144E+000  4.0243150576671738E+000  4.2387208617391927E+000  4.7010365961495353E+000  4.9031811118720752E+000  5.2588896557926059E+000  5.5054319939986458E+000  5.4443225099846240E+000  5.2566994915023901E+000  4.9509437062061430E+000  4.5370193487693014E+000  4.0301249447752330E+000  3.4602185051420613E+000  2.8949326942931202E+000  2.4978780241747818E+000  2.8213250142336421E+000  3.3970652105813595E+000  4.0257053560720246E+000  4.6885867589320620E+000  5.3697224730381503E+000  6.0540425734563268E+000  6.7298025113460858E+000  7.3885109381528729E+000  8.0241708795565998E+000  8.6325557211617152E+000  9.2106656768942443E+000  9.7563482148581961E+000  1.0268038486963404E+001  1.0744581906276167E+001  1.1185111808584248E+001  1.1588963967841185E+001  1.1955615906020826E+001  1.2284643027501573E+001  1.2575686274521377E+001  1.2828427737656947E+001  1.3042571795492066E+001  1.3217830114864299E+001
  1.5265894810448903E+000  2.0285658628323198E+000  2.3835655541005023E+000  2.6196867744775534E+000  2.7634133062375161E+000  2.8372139020117144E+000  2.8590180050809959E+000  2.8425910478031966E+000  2.7982340025100911E+000  2.7335177825665160E+000  3.2838089134104558E+000  3.6013881627627580E+000  3.8892097663173528E+000  4.1489324334998683E+000  4.3819292792918203E+000  4.8791746278153472E+000  5.1174576828404748E+000  5.5320841579459907E+000  5.8645513099891140E+000  5.9027004332003763E+000  5.8287806870487620E+000  5.6481095252755864E+000  5.3647927237748867E+000  4.9822947690983392E+000  4.5047317791093633E+000  3.9411315318066884E+000  3.1706105876451098E+000  2.7350196685798260E+000  3.3816876637981990E+000  4.0912833437901623E+000  4.7716898585480862E+000  5.4355498237434992E+000  6.0874962951632501E+000  6.7259286494510615E+000  7.3471609603668062E+000  7.9473122743105389E+000  8.5229709497505421E+000  9.0713448696421572E+000  9.5902221500154301E+000  1.0077876046046063E+001  1.0532965124306205E+001  1.0954445748134072E+001  1.1341500562138561E+001  1.1693481853503799E+001  1.2009867293466890E+001  1.2290225488606980E+001  1.2534189126989469E+001  1.2741433947518221E+001  1.2911662170619390E+001
  1.7183479900747278E+000  2.3953442676441941E+000  2.9209832028137677E+000  3.2998090957513360E+000  3.5490512043565534E+000  3.6912780782059809E+000  3.7492858850039363E+000  3.7433313249177731E+000  3.6900857024699034E+000  3.6025972554004548E+000  3.5550628909336872E+000  3.6267989172438266E+000  3.9122802435234121E+000  4.1726605625650022E+000  4.4096561493631619E+000  4.9186372796424065E+000  5.1764437502123606E+000  5.6264818291957486E+000  6.0183871385064682E+000  6.1313597874504415E+000  6.1427519540160676E+000  6.0556421546795169E+000  5.8723705146601581E+000  5.5943910331274385E+000  5.2221588920312287E+000  4.7552806347236558E+000  4.0825162261208527E+000  2.7956329383082750E+000  3.0672517371821546E+000  3.9231374159553041E+000  4.6980913550803525E+000  5.4024261971502332E+000  6.0623376973367673E+000  6.6906784018816294E+000  7.2924761517163903E+000  7.8689516592310049E+000  8.4196190612822708E+000  8.9433254104305426E+000  9.4387472537131671E+000  9.9046141842710522E+000  1.0339796963216845E+001  1.0743330188445112E+001  1.1114404982778877E+001  1.1452349491501549E+001  1.1756605897967189E+001  1.2026708017325536E+001  1.2262261176993862E+001  1.2462924933680929E+001  1.2628398634493445E+001
  1.8779990643852429E+000  2.7726242877164586E+000  3.5849662793493589E+000  4.2692480238085500E+000  4.7339676874096508E+000  5.0285449092500212E+000  5.1781387942352843E+000  5.2106495366400241E+000  5.1538090067425433E+000  5.0320063985759784E+000  5.0181638282452816E+000  4.4953404782377886E+000  3.9755854570651405E+000  4.1248495903781235E+000  4.3369995347073491E+000  4.8262212150118167E+000  5.0842846685403433E+000  5.5473936340194872E+000  5.9770726684389031E+000  6.1487351617395882E+000  6.2283204787592590E+000  6.2162762912567384E+000  6.1137792798315385E+000  5.9216854193039037E+000  5.6397719350475413E+000  5.2661461118383084E+000  4.7721466198301954E+000  3.3674876097620232E+000  2.5578501856785105E+000  3.5187331033885076E+000  4.4478704941113092E+000  5.2399377664040703E+000  5.9454017226248350E+000  6.5931341241250063E+000  7.1980453794918793E+000  7.7676995096565022E+000  8.3057558022864733E+000  8.8137772027863335E+000  9.2922107498705309E+000  9.7409294909362583E+000  1.0159533479782668E+001  1.0547515255093995E+001  1.0904348157247673E+001  1.1229530624893627E+001  1.1522605590563295E+001  1.1783166091216364E+001  1.2010853558295326E+001  1.2205352514102909E+001  1.2366383773018494E+001
