  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.0000000000000000E+000  1.6326861355321318E+000  2.5798836582242330E+000  3.1876432885706385E+000  3.5921868247165456E+000  3.8597978143926230E+000  4.0263994015606954E+000  4.1132299832161427E+000  4.1391549756906647E+000  4.1286758615177508E+000  4.1020103375590686E+000  4.0389557694431328E+000  3.9706292915921972E+000  3.9259919232410114E+000  3.8919579132666913E+000  3.8597758068305001E+000  3.8140440561038154E+000  3.7678852902604301E+000  3.7081843483224217E+000  3.6355259174137871E+000  3.5629465156924929E+000  3.4908660153113895E+000  3.4195217294951976E+000  3.3490499965555918E+000  3.2795319482027985E+000  3.2110189803999840E+000  3.1435470860727870E+000  3.0187708705392491E+000  2.8972400348148084E+000  2.7793744926138428E+000  2.6655868340286535E+000  2.5562947081389042E+000  2.4519118912286331E+000  2.3528086942697377E+000  2.2592026941995869E+000  2.1708497458017977E+000  2.0860629472001158E+000  1.9981271802979426E+000  1.8814368208042729E+000  1.7165764197631379E+000  1.5503920455054385E+000  1.3811845158068159E+000  1.2093979751515347E+000  1.0360135571084919E+000  8.6188409734895433E-001  6.8770138564168415E-001  5.1403038348199492E-001  3.4131601483181734E-001  1.6989089843278787E-001  0.0000000000000000E+000
  0.0000000000000000E+000  1.7313931217280951E+000  3.1348306626736142E+000  4.0996441386827938E+000  4.8039089854554531E+000  5.3359007158039891E+000  5.7455899043628422E+000  6.0638770412170073E+000  6.3111137745823553E+000  6.5013619954494981E+000  6.6447386608646291E+000  6.7973053436982180E+000  6.8445303990922532E+000  6.8165426731146024E+000  6.7459492471498823E+000  6.6569952377373225E+000  6.5201185954986975E+000  6.3834306919121984E+000  6.2139877220843571E+000  6.0645349899298742E+000  5.9641783794644869E+000  5.8734180926655011E+000  5.7850620806211550E+000  5.6977382675001031E+000  5.6113344642199028E+000  5.5260217311365860E+000  5.4420122681694245E+000  5.2868240560607953E+000  5.1371293216314706E+000  4.9937659020757819E+000  4.8570420584485481E+000  4.7263907640776655E+000  4.5992515724489600E+000  4.4673702401955717E+000  4.3037367782692879E+000  4.0585835673594364E+000  3.8029726929623751E+000  3.5357901139451111E+000  3.2596193655042889E+000  2.9763607638777492E+000  2.6873704083856405E+000  2.3938340365473176E+000  2.0968647977821013E+000  1.7975036054078481E+000  1.4967126778166904E+000  1.1953769457852592E+000  8.9431042386090276E-001  5.9426507655006711E-001  2.9594136080055766E-001  0.0000000000000000E+000
  0.0000000000000000E+000  1.4825471191497324E+000  2.6821840480949577E+000  3.7480745124945702E+000  4.5918733627926693E+000  5.2487511181523470E+000  5.7736804975063682E+000  6.2007323887774906E+000  6.5524308013353707E+000  6.8444117557007962E+000  7.0879549492315324E+000  7.4215819804744720E+000  7.6534654446389982E+000  7.8056429670661771E+000  7.8933233681050430E+000  7.9278489294748180E+000  7.8983589054655337E+000  7.8058680966695944E+000  7.6425795995839119E+000  7.4373191264681182E+000  7.2465738513024309E+000  7.0738418185866152E+000  6.9193979306093807E+000  6.7969694711870696E+000  6.7151136929368063E+000  6.6448198693547624E+000  6.5783846350929052E+000  6.4557795870218992E+000  6.3358773730658848E+000  6.2169177642448137E+000  6.0927023554688038E+000  5.9407201819082900E+000  5.7091850509493058E+000  5.4502545396268101E+000  5.1690780017681446E+000  4.8708737464263656E+000  4.5588317724104552E+000  4.2353162642888407E+000  3.9023127430758207E+000  3.5615431198005147E+000  3.2145210458057596E+000  2.8625969511434217E+000  2.5069934878360525E+000  2.1488313921426232E+000  1.7891482400641976E+000  1.4289126574709834E+000  1.0690357409768856E+000  7.1038072236524630E-001  3.5377145066677124E-001  0.0000000000000000E+000
  0.0000000000000000E+000  1.2496944086428741E+000  2.2048395413505300E+000  3.0149368325107719E+000  3.7388848776048014E+000  4.4055164940966032E+000  4.9471706889256160E+000  5.3911698211054668E+000  5.7604494290750399E+000  6.0709149089028127E+000  6.3340253733830627E+000  6.7065676466450501E+000  6.9833293646842520E+000  7.1871020158707539E+000  7.3336490348154948E+000  7.4343457092122511E+000  7.5114550108645508E+000  7.5277120091031113E+000  7.4764924941013335E+000  7.3343014678183245E+000  7.1546858896755028E+000  6.9825471391778811E+000  6.8318401314712034E+000  6.7013474289464661E+000  6.5882042554170539E+000  6.4904344219000007E+000  6.4072068788671288E+000  6.2918464306714030E+000  6.2007426650784625E+000  6.0729121439906892E+000  5.9009985431809024E+000  5.6956799931237976E+000  5.4632833392952014E+000  5.2087330355968788E+000  4.9359780263861470E+000  4.6481855291860006E+000  4.3479356955380180E+000  4.0373733373042144E+000  3.7183165680932411E+000  3.3923347719172914E+000  3.0608055618769772E+000  2.7249569614765101E+000  2.3858989792809888E+000  2.0446475147749847E+000  1.7021427048432338E+000  1.3592632268889713E+000  1.0168376461017912E+000  6.7565358772787787E-001  3.3646529751837739E-001  0.0000000000000000E+000
  0.0000000000000000E+000  1.0804559611259328E+000  1.8831834769925972E+000  2.5426267803106510E+000  3.1119216140960462E+000  3.6173651637002573E+000  4.0586744090902167E+000  4.4153598894822208E+000  4.7078525556818658E+000  4.9502966341940757E+000  5.1528645091112955E+000  5.4334161201989506E+000  5.6357933816284813E+000  5.7802278672686835E+000  5.8805560079935439E+000  5.9466125199631197E+000  5.9929307875741902E+000  5.9971535912583560E+000  5.9551467714864748E+000  5.8514191439121044E+000  5.7093163932838493E+000  5.5458302264766584E+000  5.3810948007340427E+000  5.2379339100698763E+000  5.1246790439115140E+000  5.0346809627126792E+000  4.9596997957360305E+000  4.8430355147628887E+000  4.7314647915066681E+000  4.6059043704696174E+000  4.4604136346142402E+000  4.2955797114297569E+000  4.1137508164448615E+000  3.9174421146449441E+000  3.7089199212945054E+000  3.4901364965427271E+000  3.2627595945152104E+000  3.0282208465727471E+000  2.7877614661701458E+000  2.5424703343740651E+000  2.2933144312716469E+000  2.0411628242741773E+000  1.7868055456582816E+000  1.5309685062079890E+000  1.2743253584628089E+000  1.0175070164481446E+000  7.6110937365366860E-001  5.0569963427538622E-001  2.5182157711319036E-001  0.0000000000000000E+000
  0.0000000000000000E+000  8.4831975382961533E-001  1.4528261215329337E+000  1.9310552328211961E+000  2.3293485423953690E+000  2.6705014043444892E+000  2.9673576273323876E+000  3.2270430352173491E+000  3.4322067604111357E+000  3.5952038157954678E+000  3.7248847744622364E+000  3.8885805931464570E+000  3.9877060799159572E+000  4.0399740781126567E+000  4.0575006937649354E+000  4.0489086848288736E+000  4.0016450686135521E+000  3.9254064737814267E+000  3.7979644574597851E+000  3.6156747526070325E+000  3.4191007226556889E+000  3.2198153320758456E+000  3.0264552105225828E+000  2.8466518340179738E+000  2.6892516372005195E+000  2.5650400124674557E+000  2.4767479631956499E+000  2.3794347238039690E+000  2.3059706941673763E+000  2.2333581991061795E+000  2.1553347369304823E+000  2.0706391477257897E+000  1.9794933463372819E+000  1.8825458585304160E+000  1.7805326155671373E+000  1.6741641114300667E+000  1.5640909925541024E+000  1.4508982917183244E+000  1.3351099402025455E+000  1.2171964180338735E+000  1.0975827489647045E+000  9.7665581315159000E-001  8.5477067999296374E-001  7.3225595802755761E-001  6.0941826699073964E-001  4.8654596603005634E-001  3.6391226868837839E-001  2.4177786029943923E-001  1.2039311587061130E-001  0.0000000000000000E+000
  0.0000000000000000E+000  6.3654438156240589E-001  1.0679993538992780E+000  1.3926717781769922E+000  1.6488014997642815E+000  1.8548831337751681E+000  2.0211428406766219E+000  2.1538266893056397E+000  2.2570996394595624E+000  2.3270947009805338E+000  2.3706100516283795E+000  2.3944250226322277E+000  2.3685343299191337E+000  2.3082330631161105E+000  2.2238174452641664E+000  2.1224814301752399E+000  1.9571496832467721E+000  1.7765230059878390E+000  1.5323935633995074E+000  1.2306123000955407E+000  9.3426875627840678E-001  6.5170535654720430E-001  3.8860557325501044E-001  1.4914436969633887E-001 -6.3151612220027714E-002 -2.4443346621821638E-001 -3.8916138037261799E-001 -5.2155699909380204E-001 -5.4733620090916701E-001 -5.4061878789103857E-001 -5.2386937100019249E-001 -5.0326418990708932E-001 -4.8062504662445793E-001 -4.5657866832770616E-001 -4.3141087674425277E-001 -4.0530231578316511E-001 -3.7839509833857576E-001 -3.5081245240176345E-001 -3.2266513249008244E-001 -2.9405406762003250E-001 -2.6507190815058701E-001 -2.3580420594897622E-001 -2.0633042149338143E-001 -1.7672480684831451E-001 -1.4705717955484179E-001 -1.1739359726674413E-001 -8.7796943595645105E-002 -5.8327436406050266E-002 -2.9043069758824334E-002  0.0000000000000000E+000
  0.0000000000000000E+000  4.5365790425255009E-001  7.3817228901476861E-001  9.3585695608679342E-001  1.0782910399785597E+000  1.1804053532986343E+000  1.2501659810527723E+000  1.2921862768665315E+000  1.3093238671943652E+000  1.3034745761076281E+000  1.2760022180942168E+000  1.1824511418215922E+000  1.0498436697544566E+000  8.9164370824025097E-001  7.1684186814702544E-001  5.3166296124611456E-001  2.5696138344750052E-001 -2.3055936102993894E-002 -3.8178298457468118E-001 -8.0539132157091875E-001 -1.2074709618155031E+000 -1.5816997045032850E+000 -1.9241945077727156E+000 -2.2324578801579800E+000 -2.5047020421612110E+000 -2.7393221650518829E+000 -2.9342734485000803E+000 -3.1683168125510930E+000 -3.1958189592843018E+000 -3.1238145423002122E+000 -3.0162287074201504E+000 -2.8921044231266384E+000 -2.7581113257286334E+000 -2.6170336349106873E+000 -2.4703009800459914E+000 -2.3188357021573500E+000 -2.1633509452556594E+000 -2.0044586310756869E+000 -1.8427101769765790E+000 -1.6786132646001586E+000 -1.5126400597779810E+000 -1.3452323347985877E+000 -1.1768053870513062E+000 -1.0077513895565402E+000 -8.3844237702313484E-001 -6.6923293255151850E-001 -5.0046260190893166E-001 -3.3245805557668517E-001 -1.6553501987464303E-001  0.0000000000000000E+000
  0.0000000000000000E+000  3.4067461970363766E-001  5.3673921912788414E-001  6.6089407448650217E-001  7.4054364647756221E-001  7.8827410171343770E-001  8.1049030096961805E-001  8.1062929701950759E-001  7.9057749633356245E-001  7.5137310516284417E-001  6.9358475973977218E-001  5.2810559981223304E-001  3.1642437635747267E-001  8.3884121688786437E-002 -1.6073173259698059E-001 -4.1142564671906484E-001 -7.7241207861854166E-001 -1.1313487324014855E+000 -1.5814868777114557E+000 -2.1027763188391795E+000 -2.5902993504757896E+000 -3.0393891226225063E+000 -3.4475996095761339E+000 -3.8137203826737998E+000 -4.1371788965257421E+000 -4.4176201389919658E+000 -4.6545221834063808E+000 -4.9707591436312732E+000 -5.0666834182278535E+000 -4.9701820530611842E+000 -4.8040904033397922E+000 -4.6070578796821762E+000 -4.3921534563492433E+000 -4.1651540730406138E+000 -3.9290925455177228E+000 -3.6858150502380886E+000 -3.4366101825411661E+000 -3.1824845635187562E+000 -2.9242895494205210E+000 -2.6627819324269311E+000 -2.3986545059816970E+000 -2.1325525601183215E+000 -1.8650836454835718E+000 -1.5968240051298555E+000 -1.3283232682261905E+000 -1.0601081646313959E+000 -7.9268562985485569E-001 -5.2654548710333116E-001 -2.6216280651340512E-001  0.0000000000000000E+000
