  0.0000000000000000E+000  3.3333333333333333E-002  6.6666666666666666E-002  1.0000000000000001E-001  1.3333333333333333E-001  1.6666666666666666E-001  2.0000000000000001E-001  2.3333333333333334E-001  2.6666666666666666E-001  2.9999999999999999E-001  3.3333333333333331E-001  4.0000000000000002E-001  4.6666666666666667E-001  5.3333333333333333E-001  5.9999999999999998E-001  6.6666666666666663E-001  7.6666666666666672E-001  8.6666666666666670E-001  1.0000000000000000E+000  1.1666666666666667E+000  1.3333333333333333E+000  1.5000000000000000E+000  1.6666666666666667E+000  1.8333333333333333E+000  2.0000000000000000E+000  2.1666666666666665E+000  2.3333333333333335E+000  2.6666666666666665E+000  3.0000000000000000E+000  3.3333333333333335E+000  3.6666666666666665E+000  4.0000000000000000E+000  4.3333333333333330E+000  4.6666666666666670E+000  5.0000000000000000E+000  5.3333333333333330E+000  5.6666666666666670E+000  6.0000000000000000E+000  6.3333333333333330E+000  6.6666666666666670E+000  7.0000000000000000E+000  7.3333333333333330E+000  7.6666666666666670E+000  8.0000000000000000E+000  8.3333333333333339E+000  8.6666666666666661E+000  9.0000000000000000E+000  9.3333333333333339E+000  9.6666666666666661E+000  1.0000000000000000E+001
  0.0000000000000000E+000  3.7347886553536047E-001  6.3916647038808694E-001  8.4658067898330303E-001  1.0185506778776829E+000  1.1683817634597715E+000  1.3045664214770500E+000  1.4308862252461534E+000  1.5448647189225229E+000  1.6442288992838676E+000  1.7327555098966376E+000  1.8766068911195926E+000  2.0178271945005020E+000  2.1082601104907672E+000  2.1768613074880747E+000  2.2416328056521433E+000  2.3336115917204401E+000  2.4264203514892331E+000  2.5464391249709197E+000  2.6924947113625768E+000  2.8383858116120249E+000  2.9832713884419619E+000  3.1266756522970818E+000  3.2683251131146118E+000  3.4080569646067547E+000  3.5457680412255184E+000  3.6813860764498498E+000  3.9321841816558099E+000  4.1764576240048781E+000  4.4133625366036577E+000  4.6420697805994120E+000  4.8617400796145267E+000  5.0715419886592512E+000  5.2707314918450239E+000  5.4588716571265676E+000  5.6364537509253818E+000  5.8068692430717892E+000  5.9836170500863597E+000  6.2181689818967314E+000  6.5495500657912116E+000  6.8835926411900399E+000  7.2237118717285274E+000  7.5690153185044000E+000  7.9175307484347215E+000  8.2675438914346877E+000  8.6176643122109375E+000  8.9667565340136299E+000  9.3139263013890101E+000  9.6585049806921131E+000  1.0000000000000000E+001
  0.0000000000000000E+000  7.6713466713792922E-001  1.4640674194480097E+000  1.9944773714395025E+000  2.4211837995418843E+000  2.7766227695830596E+000  3.0798760197380242E+000  3.3431761236370625E+000  3.5748390063049515E+000  3.7807375569468942E+000  3.9650955000548325E+000  4.2490584774206956E+000  4.4814802766482682E+000  4.6652110384809768E+000  4.8073761261509311E+000  4.9208453955491134E+000  5.0521388742261113E+000  5.1661801836294998E+000  5.2988495609751620E+000  5.4130856181671181E+000  5.4892456514610721E+000  5.5579897450254050E+000  5.6248639116534447E+000  5.6909341443625507E+000  5.7562961643382140E+000  5.8208257427799639E+000  5.8843651595010336E+000  6.0017318972433307E+000  6.1149389491951816E+000  6.2233553925098857E+000  6.3267495168270971E+000  6.4255509919285618E+000  6.5216968035644607E+000  6.6214299817147610E+000  6.7451785356902896E+000  6.9305812459512044E+000  7.1238926550570509E+000  7.3259559453235310E+000  7.5348172243535325E+000  7.7490391512208081E+000  7.9675960587907850E+000  8.1895911679186248E+000  8.4141826149283112E+000  8.6405831790045990E+000  8.8680651611339982E+000  9.0959593117825257E+000  9.3236500047164999E+000  9.5505685267911797E+000  9.7761851039628080E+000  1.0000000000000000E+001
  0.0000000000000000E+000  1.0008474550993987E+000  1.8859302462646472E+000  2.7386604682489732E+000  3.4657399112158473E+000  4.0728063131099574E+000  4.5919249488372857E+000  5.0434743264398145E+000  5.4412509820927735E+000  5.7950492463937646E+000  6.1120827535242590E+000  6.6020740932491755E+000  7.0125659458867098E+000  7.3581954151864828E+000  7.6489403658380741E+000  7.8915532549127363E+000  8.1593286697079748E+000  8.3453643139678739E+000  8.4864646761213081E+000  8.5754687166169319E+000  8.6285494843337638E+000  8.6669248168229611E+000  8.6979791679813729E+000  8.7216210923555089E+000  8.7371808918303042E+000  8.7504706826490803E+000  8.7630025797049598E+000  8.7860929832998700E+000  8.8086550338445573E+000  8.8310306229871820E+000  8.8543900017857098E+000  8.8829687682438419E+000  8.9265059118634120E+000  8.9751920744604483E+000  9.0280607521178364E+000  9.0841311117703505E+000  9.1428034795570241E+000  9.2036333773911050E+000  9.2662474721600887E+000  9.3303219751525965E+000  9.3955722540030155E+000  9.4617443711576179E+000  9.5286084203057211E+000  9.5959536618382639E+000  9.6635849938494438E+000  9.7313202779475656E+000  9.7989881901641933E+000  9.8664264030110331E+000  9.9334799907769291E+000  1.0000000000000000E+001
  0.0000000000000000E+000  1.1820663781223864E+000  2.1603004872208609E+000  3.0542392354127368E+000  3.9117582396862960E+000  4.7565887641265583E+000  5.4886846230606148E+000  6.1274464499605159E+000  6.6922810398902275E+000  7.1969167998238861E+000  7.6514348141102806E+000  8.3601212106320446E+000  8.9624855470728413E+000  9.4791980989747380E+000  9.9249356679845082E+000  1.0310500977426821E+001  1.0768700869879401E+001  1.1136636030139128E+001  1.1491722022184534E+001  1.1762263316646346E+001  1.1886847472121971E+001  1.1919343402752126E+001  1.1910729989070738E+001  1.1887606563033879E+001  1.1861080024959145E+001  1.1835548220514832E+001  1.1812824309643320E+001  1.1780481893575006E+001  1.1754753104446062E+001  1.1718603039180552E+001  1.1669965675674216E+001  1.1611867956963147E+001  1.1546103364950554E+001  1.1474067266809564E+001  1.1396878197786148E+001  1.1315433031543440E+001  1.1230462250629554E+001  1.1142572991998465E+001  1.1052279856594264E+001  1.0960027011966636E+001  1.0866204332760969E+001  1.0771159349439936E+001  1.0675206189623559E+001  1.0578632345975146E+001  1.0481703869132176E+001  1.0384669415632823E+001  1.0287763459130545E+001  1.0191208886153579E+001  1.0095219135899306E+001  1.0000000000000000E+001
  0.0000000000000000E+000  1.3610231448688692E+000  2.4681492568277958E+000  3.4604314021596796E+000  4.3928361446382178E+000  5.2922542950071856E+000  6.1440113840729369E+000  6.8894910030099803E+000  7.5509376682981060E+000  8.1440948997819884E+000  8.6805330806157315E+000  9.5226628396562969E+000  1.0246194733524534E+001  1.0874878341990101E+001  1.1425596392566323E+001  1.1910795714469335E+001  1.2504188693808919E+001  1.3002744433313129E+001  1.3523685740039934E+001  1.4001531726828853E+001  1.4335270274842289E+001  1.4541060262362254E+001  1.4633844094398533E+001  1.4641812035223760E+001  1.4605343243649724E+001  1.4553098526197276E+001  1.4497985042027638E+001  1.4398058294624112E+001  1.4297778103379022E+001  1.4183911576263192E+001  1.4051794353715406E+001  1.3902076149982904E+001  1.3736910996546813E+001  1.3558588720530931E+001  1.3369169825132111E+001  1.3170428593173581E+001  1.2963880483434695E+001  1.2750826264556384E+001  1.2532393615793124E+001  1.2309571769146984E+001  1.2083239180243465E+001  1.1854185335783296E+001  1.1623127911932167E+001  1.1390726327894974E+001  1.1157592526046074E+001  1.0924299621733713E+001  1.0691388915528755E+001  1.0459375645306734E+001  1.0228753768526804E+001  1.0000000000000000E+001
  0.0000000000000000E+000  1.4255116083967225E+000  2.5554547831613386E+000  3.5485955913718481E+000  4.4680443682980764E+000  5.3449296022986390E+000  6.1966175164778363E+000  7.0307840193355009E+000  7.7711394851466729E+000  8.4353193253867538E+000  9.0362872082247918E+000  9.9805650901094705E+000  1.0793220084755896E+001  1.1500940427067547E+001  1.2122759547546819E+001  1.2672770567037572E+001  1.3349881618516465E+001  1.3925223738072653E+001  1.4538317057535645E+001  1.5124563239485875E+001  1.5570053837790889E+001  1.5896782582326935E+001  1.6120431736899793E+001  1.6252314201576169E+001  1.6301950861696355E+001  1.6284321523387064E+001  1.6226575923950943E+001  1.6075076747916139E+001  1.5908658559657741E+001  1.5727331420929506E+001  1.5528360911149184E+001  1.5311409480765638E+001  1.5077696038006675E+001  1.4829040349665574E+001  1.4567371202639915E+001  1.4294523077762577E+001  1.4012168950546442E+001  1.3721811060470660E+001  1.3424794076717017E+001  1.3122325223016839E+001  1.2815494963583586E+001  1.2505295834051095E+001  1.2192638720869262E+001  1.1878366603388805E+001  1.1563266036467576E+001  1.1248076720844098E+001  1.0933499498032877E+001  1.0620203067340745E+001  1.0308829677149776E+001  1.0000000000000000E+001
  0.0000000000000000E+000  1.4068964140493097E+000  2.5003402996300976E+000  3.4484411148075682E+000  4.3176645859214595E+000  5.1405361073539746E+000  5.9350160585705991E+000  6.7117864713820197E+000  7.4775060400478912E+000  8.1683859647897261E+000  8.7921521255422554E+000  9.7695054189853749E+000  1.0608496830454257E+001  1.1338031233445532E+001  1.1978622129793250E+001  1.2545386707103273E+001  1.3244141439050260E+001  1.3840054856117328E+001  1.4479572753724662E+001  1.5100188179135536E+001  1.5584713862173254E+001  1.5956869974875175E+001  1.6233998275585538E+001  1.6428941635881145E+001  1.6551174845634211E+001  1.6607699586849879E+001  1.6604944013049774E+001  1.6458571142045471E+001  1.6264348805787399E+001  1.6053580814275495E+001  1.5827753904679421E+001  1.5586959532007125E+001  1.5331956398076089E+001  1.5063964199966170E+001  1.4784394225407260E+001  1.4494686755094611E+001  1.4196229517284438E+001  1.3890323225760351E+001  1.3578171921155771E+001  1.3260885460152874E+001  1.2939487378648725E+001  1.2614924641668452E+001  1.2288077561688471E+001  1.1959769098852599E+001  1.1630773237644243E+001  1.1301822375688552E+001  1.0973613774816044E+001  1.0646815172945077E+001  1.0322069670084140E+001  1.0000000000000000E+001
  0.0000000000000000E+000  1.3097555691452143E+000  2.2908379062734427E+000  3.1189264242467725E+000  3.8638105553920639E+000  4.5598777848657877E+000  5.2262832687640204E+000  5.8745327427824749E+000  6.5118679038221590E+000  7.1429720459526829E+000  7.7709117777937546E+000  8.7679079140514684E+000  9.6190981827561366E+000  1.0355164822735585E+001  1.0997956302407744E+001  1.1563620533432903E+001  1.2256400940088362E+001  1.2842879442293675E+001  1.3467253939239370E+001  1.4068039365189618E+001  1.4534427845627354E+001  1.4892758389795956E+001  1.5162451184453298E+001  1.5358101828910090E+001  1.5490753763683104E+001  1.5568623877326727E+001  1.5597397383429907E+001  1.5508022714755482E+001  1.5320093838798496E+001  1.5122911597950932E+001  1.4919473409221698E+001  1.4707134015710619E+001  1.4485319977249564E+001  1.4254457801870856E+001  1.4015351994285982E+001  1.3768925684619150E+001  1.3516115123182859E+001  1.3257826965734175E+001  1.2994922078619760E+001  1.2728211096772769E+001  1.2458455359339650E+001  1.2186370276346899E+001  1.1912629683674469E+001  1.1637870456394975E+001  1.1362697011981766E+001  1.1087685526990240E+001  1.0813387795257240E+001  1.0540334712263000E+001  1.0269039399901180E+001  1.0000000000000000E+001
  0.0000000000000000E+000  1.1668531966301126E+000  2.0006096832170823E+000  2.6793451006128493E+000  3.2739219594383595E+000  3.8193530030402068E+000  4.3352150232879580E+000  4.8333206773771087E+000  5.3211418580279171E+000  5.8035332858191397E+000  6.2836831775997624E+000  7.2110341565311140E+000  8.0523537853087248E+000  8.7731148637836736E+000  9.3968080300242161E+000  9.9407926631140491E+000  1.0599667861651408E+001  1.1150416227052167E+001  1.1728126159386392E+001  1.2273434979743840E+001  1.2687499841775976E+001  1.2998082132576100E+001  1.3225701978657986E+001  1.3385940204846369E+001  1.3490843121312929E+001  1.3549800721057238E+001  1.3570080914831783E+001  1.3506435120864879E+001  1.3337643287246415E+001  1.3173513992438446E+001  1.3028218846735509E+001  1.2887432913723744E+001  1.2745463517914326E+001  1.2600317124831545E+001  1.2451474690331812E+001  1.2299018824909801E+001  1.2143272117297265E+001  1.1984643714608481E+001  1.1823564416292143E+001  1.1660459984050703E+001  1.1495740995713566E+001  1.1329799817838262E+001  1.1163010584353302E+001  1.0995730384972955E+001  1.0828300880110596E+001  1.0661050003450626E+001  1.0494293609134450E+001  1.0328337007121275E+001  1.0163476368595566E+001  1.0000000000000000E+001
